,Unnamed: 0,first,second,cats,weight
502,1095,Diseases.infections.virus diseases.dna virus infections.herpesviridae infections,herpesviridae infections,,0.001
503,661,Diseases.infections.virus diseases.dna virus infections.herpesviridae infections.cytomegalovirus infections,cytomegalovirus infections,[34256515],1.0
504,1096,Diseases.infections.virus diseases.dna virus infections.herpesviridae infections.varicella zoster virus infection,varicella zoster virus infection,,0.001
505,553,Diseases.infections.virus diseases.dna virus infections.herpesviridae infections.varicella zoster virus infection.herpes zoster,herpes zoster,"[35503921, 34991100]",2.0
506,1178,Diseases.infections.virus diseases.rna virus infections,rna virus infections,,0.001
507,817,"Diseases.infections.virus diseases.rna virus infections.hemorrhagic fevers, viral","hemorrhagic fevers, viral",[34167431],1.0
508,1194,"Diseases.infections.virus diseases.rna virus infections.hemorrhagic fevers, viral.dengue",dengue,,0.001
509,761,"Diseases.infections.virus diseases.rna virus infections.hemorrhagic fevers, viral.dengue.severe dengue",severe dengue,[34172701],1.0
510,1179,Diseases.infections.virus diseases.rna virus infections.mononegavirales infections,mononegavirales infections,,0.001
511,1180,Diseases.infections.virus diseases.rna virus infections.mononegavirales infections.filoviridae infections,filoviridae infections,,0.001
512,728,"Diseases.infections.virus diseases.rna virus infections.mononegavirales infections.filoviridae infections.hemorrhagic fever, ebola","hemorrhagic fever, ebola",[34191943],1.0
513,1232,Diseases.infections.virus diseases.tumor virus infections,tumor virus infections,,0.001
514,836,Diseases.infections.virus diseases.tumor virus infections.epstein-barr virus infections,epstein-barr virus infections,[35216672],1.0
515,1195,Diseases.investigative techniques,investigative techniques,,0.001
516,1210,Diseases.investigative techniques.clinical laboratory techniques,clinical laboratory techniques,,0.001
517,1211,Diseases.investigative techniques.clinical laboratory techniques.hematologic tests,hematologic tests,,0.001
518,1212,Diseases.investigative techniques.clinical laboratory techniques.hematologic tests.blood coagulation tests,blood coagulation tests,,0.001
519,790,Diseases.investigative techniques.clinical laboratory techniques.hematologic tests.blood coagulation tests.thrombelastography,thrombelastography,[33872443],1.0
520,765,Diseases.investigative techniques.microscopic angioscopy,microscopic angioscopy,[33565816],1.0
521,1171,Diseases.lipids,lipids,,0.001
522,706,Diseases.lipids.fatty acids,fatty acids,[33873048],1.0
523,872,Diseases.mental disorders,mental disorders,"[32403983, 32434314, 32528783, 32725545, 32730915, 32738287, 32763640, 32767055, 32796792, 32811575, 32836010, 32847484, 32894909, 32898993, 32901580, 32935873, 33053508, 33147504, 33186710, 33262966, 33268001, 33275271, 33304243, 33397764, 33404981, 33425958, 33487098, 33519028, 33548496, 33550782, 33589778, 33618441, 33635172, 33656822, 33683246, 33767623, 33769771, 33779773, 33782888, 33792011, 33827499, 33836148, 33863529, 33868085, 33880247, 33908718, 33926589, 34036244, 34043385, 34060280, 34079511, 34082189, 34090983, 34091347, 34170653, 34222864, 34333272, 34341978, 34343929, 34345869, 34381391, 34400219, 34416121, 34462771, 34463904, 34523701, 34544975, 34549667, 34559786, 34573196, 34593237, 34648081, 34704429, 34709105, 34723359, 34747359, 34793996, 34813690, 34816972, 34874668, 34894521, 34928919, 34945095, 34955903, 35021924, 35072534, 35130818, 35132020, 35219179, 35221210, 35283461, 35283463, 35292614, 35319743, 35348443, 35351846, 35373869, 35403066, 35405524, 35486940, 35514142, 35522828, 35524622, 35545971, 35550206, 35608619]",106.0
524,327,Diseases.mental disorders.anxiety disorders,anxiety disorders,"[33081456, 33211433, 33235643, 33548496, 33603379, 33745373, 33836148, 34037369, 34648081, 35165874, 35221210, 35394732, 35522828, 35605238]",14.0
525,197,Diseases.mental disorders.anxiety disorders.obsessive-compulsive disorder,obsessive-compulsive disorder,"[32732883, 32738287, 32811575, 33235643, 34600862, 34744416, 34809994]",7.0
526,644,Diseases.mental disorders.anxiety disorders.phobic disorders,phobic disorders,[33081456],1.0
527,676,"Diseases.mental disorders.anxiety disorders.phobic disorders.phobia, social","phobia, social",[34600862],1.0
528,471,Diseases.mental disorders.feeding and eating disorders,feeding and eating disorders,"[33766419, 34131481, 34242539, 34246919, 34438358, 34533807, 34840781, 35110194]",8.0
529,358,Diseases.mental disorders.mood disorders,mood disorders,"[33235643, 33548496, 33683246, 34218857, 34623104, 34648081, 34793374, 34955903, 35533314]",9.0
530,652,Diseases.mental disorders.mood disorders.depressive disorder,depressive disorder,[34341978],1.0
531,309,Diseases.mental disorders.motor disorders,motor disorders,"[33013930, 34281186]",2.0
532,236,Diseases.mental disorders.neurocognitive disorders,neurocognitive disorders,"[32847818, 32880873, 33111132, 33376990, 33487098, 33508216, 33887749, 34266660, 34360004, 34844177, 34951387, 35431242]",12.0
533,238,Diseases.mental disorders.neurocognitive disorders.amnesia,amnesia,"[32853602, 34533807]",2.0
534,356,Diseases.mental disorders.neurocognitive disorders.cognition disorders,cognition disorders,"[33224088, 33769771, 34000678, 34082792, 35000793, 35073472, 35403679]",7.0
535,858,Diseases.mental disorders.neurocognitive disorders.cognition disorders.auditory perceptual disorders,auditory perceptual disorders,[34783470],1.0
536,13,Diseases.mental disorders.neurocognitive disorders.cognition disorders.cognitive dysfunction,cognitive dysfunction,"[32316718, 32495323, 32697344, 32796792, 32852580, 32864278, 32883155, 32894436, 32901580, 32912598, 32946270, 32971100, 32984561, 32990925, 32991870, 33013930, 33041985, 33074266, 33111132, 33135582, 33147014, 33211433, 33244974, 33246479, 33304284, 33304309, 33340292, 33376990, 33390561, 33399270, 33417221, 33422806, 33487098, 33488054, 33529750, 33550782, 33577841, 33589778, 33593267, 33715108, 33729425, 33774378, 33775925, 33789211, 33810774, 33815868, 33823427, 33848701, 33857435, 33858556, 33863524, 33877759, 33897376, 33898792, 33908716, 33917837, 33941272, 33957689, 33969672, 33983005, 33992686, 33998551, 34042167, 34043385, 34066007, 34068009, 34079511, 34090983, 34092646, 34143277, 34146226, 34148546, 34150334, 34218857, 34222864, 34229735, 34243904, 34250939, 34283537, 34283545, 34306190, 34308300, 34312178, 34316551, 34327929, 34345629, 34349633, 34351274, 34362224, 34381391, 34391037, 34405800, 34414876, 34421788, 34455354, 34469360, 34487856, 34488921, 34508486, 34553575, 34559592, 34571039, 34587403, 34588274, 34623104, 34649946, 34688543, 34695052, 34732978, 34735712, 34755940, 34793996, 34809664, 34813820, 34816972, 34820152, 34829958, 34874654, 34888989, 34902226, 34918425, 34921559, 34936536, 34942956, 34945095, 34945213, 34951374, 34951387, 34951953, 34973396, 34998005, 35000793, 35072716, 35073472, 35077003, 35090015, 35090056, 35123806, 35130818, 35132020, 35133225, 35144718, 35175707, 35177424, 35216882, 35239818, 35240959, 35255491, 35258587, 35283463, 35314503, 35319743, 35362302, 35394732, 35403066, 35405524, 35409924, 35410644, 35418813, 35428040, 35431034, 35485061, 35533314, 35534994, 35537236, 35543105, 35550718, 35561540, 35562145, 35590317, 35625737]",171.0
537,60,Diseases.mental disorders.neurocognitive disorders.consciousness disorders,consciousness disorders,"[32489027, 32528783, 32691236, 32730915, 32871412, 33081458, 33226565, 33732335, 33761897, 33992168, 34204362, 34306190, 34321155, 34479340, 35240959, 35629421]",16.0
538,114,Diseases.mental disorders.neurocognitive disorders.delirium,delirium,"[32643664, 32734353, 32796792, 32819898, 32847484, 32973919, 32984561, 32990925, 33010584, 33070603, 33147504, 33224088, 33246479, 33271682, 33332036, 33437548, 33487098, 33583157, 33656822, 33836148, 33941272, 34062770, 34222864, 34255953, 34267076, 34280318, 34341978, 34362224, 34456840, 34463904, 34479340, 34648081, 34862882, 34936536, 35030378, 35036264, 35077003, 35219440, 35220361, 35221210, 35283461]",41.0
539,165,Diseases.mental disorders.neurocognitive disorders.dementia,dementia,"[32725545, 33399270, 33779773, 33941272, 34092646, 34341978, 35073472, 35314503, 35537236]",9.0
540,145,Diseases.mental disorders.neurocognitive disorders.dementia.alzheimer disease,alzheimer disease,"[32691236, 32869183, 33074266, 33200104, 33399270, 33422806, 33550782, 33687889, 33941272, 34222864, 34368778, 34414876, 34480857, 34511868, 34587403, 34735712, 34951387, 35290133, 35307637]",19.0
541,617,Diseases.mental disorders.neurocognitive disorders.dementia.creutzfeldt-jakob syndrome,creutzfeldt-jakob syndrome,"[34587403, 34829958]",2.0
542,1233,Diseases.mental disorders.neurocognitive disorders.dementia.frontotemporal lobar degeneration,frontotemporal lobar degeneration,,0.001
543,840,Diseases.mental disorders.neurocognitive disorders.dementia.frontotemporal lobar degeneration.frontotemporal dementia,frontotemporal dementia,[35313371],1.0
544,733,Diseases.mental disorders.neurodevelopmental disorders,neurodevelopmental disorders,[33868085],1.0
545,486,Diseases.mental disorders.neurodevelopmental disorders.attention deficit and disruptive behavior disorders,attention deficit and disruptive behavior disorders,"[33863524, 33880442, 34111831, 35397762, 35632649]",5.0
546,349,Diseases.mental disorders.neurodevelopmental disorders.attention deficit and disruptive behavior disorders.attention deficit disorder with hyperactivity,attention deficit disorder with hyperactivity,"[33186710, 34982518]",2.0
547,1076,"Diseases.mental disorders.neurodevelopmental disorders.child development disorders, pervasive","child development disorders, pervasive",,0.001
548,531,"Diseases.mental disorders.neurodevelopmental disorders.child development disorders, pervasive.autism spectrum disorder",autism spectrum disorder,"[34405062, 34792882]",2.0
549,670,Diseases.mental disorders.neurodevelopmental disorders.communication disorders,communication disorders,[32946270],1.0
550,632,Diseases.mental disorders.neurodevelopmental disorders.developmental disabilities,developmental disabilities,[34385349],1.0
551,150,Diseases.mental disorders.neurodevelopmental disorders.intellectual disability,intellectual disability,"[32707218, 32759175, 32837734, 32898993, 33135582, 33262966, 33436263, 33627300, 33767623, 33810774, 33868043, 33868085, 33869667, 33887749, 33965065, 33983005, 34481442, 34744416, 34861604, 34931918, 35072716]",21.0
552,1234,Diseases.mental disorders.neurodevelopmental disorders.tic disorders,tic disorders,,0.001
553,841,Diseases.mental disorders.neurodevelopmental disorders.tic disorders.tourette syndrome,tourette syndrome,[34918437],1.0
554,949,Diseases.mental disorders.schizophrenia spectrum and other psychotic disorders,schizophrenia spectrum and other psychotic disorders,,0.001
555,663,"Diseases.mental disorders.schizophrenia spectrum and other psychotic disorders.affective disorders, psychotic","affective disorders, psychotic",[33656822],1.0
556,487,Diseases.mental disorders.schizophrenia spectrum and other psychotic disorders.paranoid disorders,paranoid disorders,"[33863529, 33880247, 34549667]",3.0
557,193,Diseases.mental disorders.schizophrenia spectrum and other psychotic disorders.psychotic disorders,psychotic disorders,"[32730915, 32823051, 33147504, 33268001, 33656822, 33732335, 33836148, 33863529, 33880247, 34082792, 34176695, 34306190, 34341978, 34358726, 34381391, 34549667, 35130818, 35221210, 35283461, 35351846, 35467637, 35544272]",22.0
558,353,Diseases.mental disorders.schizophrenia spectrum and other psychotic disorders.schizophrenia,schizophrenia,"[33211433, 33779773, 33880247, 34195973, 34792882, 35098861, 35144718]",7.0
559,1081,"Diseases.mental disorders.sexual dysfunctions, psychological","sexual dysfunctions, psychological",,0.001
560,542,"Diseases.mental disorders.sexual dysfunctions, psychological.erectile dysfunction",erectile dysfunction,"[34600862, 34732316, 34933829, 35000350, 35175707]",5.0
561,959,Diseases.mental disorders.sleep wake disorders,sleep wake disorders,,0.001
562,960,Diseases.mental disorders.sleep wake disorders.dyssomnias,dyssomnias,,0.001
563,961,"Diseases.mental disorders.sleep wake disorders.dyssomnias.sleep disorders, intrinsic","sleep disorders, intrinsic",,0.001
564,202,"Diseases.mental disorders.sleep wake disorders.dyssomnias.sleep disorders, intrinsic.sleep initiation and maintenance disorders",sleep initiation and maintenance disorders,"[32738287, 32837734, 32954046, 33627300, 33769771, 33836148, 33861695, 33863529, 33983005, 34060280, 34068009, 34078863, 34163427, 34170653, 34345869, 34390330, 34425627, 34444539, 34456621, 34648081, 34695052, 34719599, 34813820, 35292614, 35373869, 35405524, 35522828, 35624973]",28.0
565,1115,Diseases.mental disorders.sleep wake disorders.parasomnias,parasomnias,,0.001
566,604,Diseases.mental disorders.sleep wake disorders.parasomnias.restless legs syndrome,restless legs syndrome,[32954046],1.0
567,1106,Diseases.mental disorders.somatoform disorders,somatoform disorders,,0.001
568,581,Diseases.mental disorders.somatoform disorders.conversion disorder,conversion disorder,"[33796241, 34440161, 35407382]",3.0
569,502,Diseases.mental disorders.substance-related disorders,substance-related disorders,"[34082792, 34966216]",2.0
570,974,Diseases.mental disorders.substance-related disorders.alcohol-related disorders,alcohol-related disorders,,0.001
571,237,Diseases.mental disorders.substance-related disorders.alcohol-related disorders.alcoholism,alcoholism,"[32850151, 34082792, 34251354, 35524667]",4.0
572,710,Diseases.mental disorders.substance-related disorders.substance withdrawal syndrome,substance withdrawal syndrome,[33082059],1.0
573,575,Diseases.mental disorders.trauma and stressor related disorders,trauma and stressor related disorders,"[33296149, 33769771, 33782888, 34033370, 34648081, 34967182, 35072716, 35113624, 35132020, 35283463, 35332104, 35363975, 35403066, 35522828]",14.0
574,47,"Diseases.mental disorders.trauma and stressor related disorders.stress disorders, traumatic","stress disorders, traumatic","[32449782, 32495323, 32730915, 32732883, 32738287, 32753338, 32763640, 32847484, 32912329, 33053508, 33147504, 33211433, 33243309, 33262966, 33407804, 33575312, 33585298, 33593267, 33782888, 33827499, 33868043, 33952318, 34051516, 34091347, 34092646, 34093279, 34103378, 34163377, 34285348, 34312178, 34341978, 34345869, 34377750, 34400219, 34455354, 34523701, 34588274, 34591722, 34709105, 34723359, 34744416, 34815594, 34918990, 34931918, 34936536, 34968807, 34992752, 35123806, 35363975, 35533314, 35534994, 35624973]",52.0
575,46,"Diseases.mental disorders.trauma and stressor related disorders.stress disorders, traumatic.psychological trauma",psychological trauma,"[32449782, 32879099, 33603679, 33901667, 33952318, 34260823, 34350072, 34519235, 34945213, 34963882]",10.0
576,151,"Diseases.mental disorders.trauma and stressor related disorders.stress disorders, traumatic.stress disorders, post-traumatic","stress disorders, post-traumatic","[32707218, 32796792, 33190028, 33296149, 33532720, 34060280, 34091347, 34163377, 34341978, 34343929, 34456621, 34723359, 34918990, 34928919, 34931918, 34967182, 34968807, 34986479, 34992752, 35113624, 35332104, 35363975, 35403066, 35522828, 35534994]",25.0
